Model:	LI-7810
SN:	TG10-01881
Software Version:	2.3.8
Timestamp:	2025-07-10 09:44:44
Timezone:	Etc/Greenwich
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATA	1752140723	862018108	169	256	""	2025-07-10	09:45:23	nan	nan	nan	104.017	22.4431	104.083	33.1986	0	0	22.5635	-16000	0	15.9776	132
DATA	1752140724	862018108	173	256	""	2025-07-10	09:45:24	nan	nan	nan	104.018	22.466	104.084	33.1986	0	0	22.5847	-16000	0	15.9776	 92
DATA	1752140725	862018108	177	256	""	2025-07-10	09:45:25	nan	nan	nan	104.018	22.4888	104.083	33.1994	0	0	22.606	-16000	0	15.976	 41
DATA	1752140726	861726045	181	256	""	2025-07-10	09:45:26	nan	nan	nan	104.017	22.5131	104.083	33.1994	0	0	22.6281	-16000	0	15.974	 75
DATA	1752140727	861726045	185	256	""	2025-07-10	09:45:27	nan	nan	nan	104.018	22.5378	104.083	33.1994	0	0	22.6504	-16000	0	15.9721	140
DATA	1752140728	861726045	189	256	""	2025-07-10	09:45:28	nan	nan	nan	104.018	22.5629	104.084	33.1994	0	0	22.6727	-16000	0	15.9701	151
DATA	1752140729	861726045	193	256	""	2025-07-10	09:45:29	nan	nan	nan	104.018	22.5882	104.085	33.1994	0	0	22.6951	-16000	0	15.9685	160
DATA	1752140730	861726045	197	256	""	2025-07-10	09:45:30	nan	nan	nan	104.018	22.6128	104.083	33.1994	0	0	22.7178	-16000	0	15.967	 88
DATA	1752140731	861726045	201	256	""	2025-07-10	09:45:31	nan	nan	nan	104.018	22.6373	104.084	33.1994	0	0	22.7411	-16000	0	15.9654	119
DATA	1752140732	861726045	205	256	""	2025-07-10	09:45:32	nan	nan	nan	104.018	22.6608	104.083	33.1994	0	0	22.763	-16000	0	15.9607	 78
DATA	1752140733	861726045	209	256	""	2025-07-10	09:45:33	nan	nan	nan	104.017	22.684	104.084	33.1994	0	0	22.7849	-16000	0	15.9599	104
DATA	1752140734	861443996	213	256	""	2025-07-10	09:45:34	nan	nan	nan	104.018	22.7084	104.083	33.1994	0	0	22.8078	-16000	0	15.9583	149
DATA	1752140735	861443996	217	256	""	2025-07-10	09:45:35	nan	nan	nan	104.017	22.7322	104.083	33.1994	0	0	22.8308	-16000	0	15.9564	144
DATA	1752140736	861443996	221	256	""	2025-07-10	09:45:36	nan	nan	nan	104.017	22.7567	104.083	33.1994	0	0	22.8537	-16000	0	15.9548	158
DATA	1752140737	861443996	225	256	""	2025-07-10	09:45:37	nan	nan	nan	104.019	22.7802	104.083	33.2003	0	0	22.8766	-16000	0	15.9536	141
DATA	1752140738	861443996	229	256	""	2025-07-10	09:45:38	nan	nan	nan	104.018	22.8038	104.083	33.2003	0	0	22.8995	-16000	0	15.9524	149
DATA	1752140739	861443996	233	256	""	2025-07-10	09:45:39	nan	nan	nan	104.018	22.8268	104.083	33.2003	0	0	22.9235	-16000	0	15.9509	142
DATA	1752140740	861443996	237	256	""	2025-07-10	09:45:40	nan	nan	nan	104.016	22.8499	104.083	33.2003	0	0	22.9466	-16000	0	15.9493	142
DATA	1752140741	861155986	241	256	""	2025-07-10	09:45:41	nan	nan	nan	104.017	22.8719	104.081	33.2003	0	0	22.9686	-16000	0	15.9501	126
DATA	1752140742	861155986	245	256	""	2025-07-10	09:45:42	nan	nan	nan	104.018	22.8935	104.082	33.2003	0	0	22.991	-16000	0	15.9489	 91
DATA	1752140743	861155986	249	256	""	2025-07-10	09:45:43	nan	nan	nan	104.018	22.9167	104.081	33.2003	0	0	23.014	-16000	0	15.9477	 78
DATA	1752140744	861155986	253	256	""	2025-07-10	09:45:44	nan	nan	nan	104.017	22.9393	104.082	33.2005	0	0	23.0367	-16000	0	15.9462	131
DATA	1752140745	861155986	257	256	""	2025-07-10	09:45:45	nan	nan	nan	104.017	22.9613	104.082	33.2011	0	0	23.0598	-16000	0	15.9446	137
DATA	1752140746	861155986	261	256	""	2025-07-10	09:45:46	nan	nan	nan	104.017	22.9833	104.082	33.2011	0	0	23.0828	-16000	0	15.9434	131
DATA	1752140747	861155986	265	256	""	2025-07-10	09:45:47	nan	nan	nan	104.017	23.0048	104.081	33.2011	0	0	23.1064	-16000	0	15.9422	116
DATA	1752140748	861155986	269	256	""	2025-07-10	09:45:48	nan	nan	nan	104.016	23.0262	104.081	33.2011	0	0	23.1294	-16000	0	15.9407	127
DATA	1752140749	860874891	273	256	""	2025-07-10	09:45:49	nan	nan	nan	104.017	23.0464	104.081	33.2011	0	0	23.1516	-16000	0	15.9371	128
DATA	1752140750	860874891	277	256	""	2025-07-10	09:45:50	nan	nan	nan	104.016	23.0669	104.081	33.2015	0	0	23.1734	-16000	0	15.936	 78
DATA	1752140751	860874891	281	256	""	2025-07-10	09:45:51	nan	nan	nan	104.016	23.088	104.081	33.2019	0	0	23.1964	-16000	0	15.9352	 80
DATA	1752140752	860874891	285	256	""	2025-07-10	09:45:52	nan	nan	nan	104.016	23.1093	104.081	33.2019	0	0	23.2192	-16000	0	15.934	 74
DATA	1752140753	860874891	289	256	""	2025-07-10	09:45:53	nan	nan	nan	104.016	23.1299	104.08	33.2019	0	0	23.2422	-16000	0	15.9332	 84
DATA	1752140754	860874891	293	256	""	2025-07-10	09:45:54	nan	nan	nan	104.016	23.1507	104.081	33.2019	0	0	23.2652	-16000	0	15.9324	128
DATA	1752140755	860874891	297	256	""	2025-07-10	09:45:55	nan	nan	nan	104.016	23.1708	104.081	33.2019	0	0	23.2885	-16000	0	15.9316	146
DATA	1752140756	860584974	301	256	""	2025-07-10	09:45:56	nan	nan	nan	104.016	23.1908	104.078	33.2028	0	0	23.3113	-16000	0	15.9316	127
DATA	1752140757	860584974	305	256	""	2025-07-10	09:45:57	nan	nan	nan	104.015	23.2109	104.081	33.2028	0	0	23.3341	-16000	0	15.9301	117
DATA	1752140758	860584974	309	256	""	2025-07-10	09:45:58	nan	nan	nan	104.015	23.2298	104.081	33.2028	0	0	23.3561	-16000	0	15.9313	139
DATA	1752140759	860584974	313	256	""	2025-07-10	09:45:59	nan	nan	nan	104.016	23.2489	104.08	33.2028	0	0	23.3778	-16000	0	15.9301	 97
DATA	1752140760	860584974	317	256	""	2025-07-10	09:46:00	nan	nan	nan	104.015	23.2688	104.08	33.2028	0	0	23.4006	-16000	0	15.9293	 75
DATA	1752140761	860584974	321	256	""	2025-07-10	09:46:01	nan	nan	nan	104.015	23.289	104.078	33.2034	0	0	23.4234	-16000	0	15.9281	 71
DATA	1752140762	860584974	325	256	""	2025-07-10	09:46:02	nan	nan	nan	104.015	23.3084	104.079	33.2036	0	0	23.4465	-16000	0	15.9277	135
DATA	1752140763	860584974	329	256	""	2025-07-10	09:46:03	nan	nan	nan	104.015	23.3277	104.079	33.2036	0	0	23.4696	-16000	0	15.9254	146
DATA	1752140764	860295057	333	256	""	2025-07-10	09:46:04	nan	nan	nan	104.015	23.3469	104.078	33.2036	0	0	23.4923	-16000	0	15.925	 77
DATA	1752140765	860295057	337	256	""	2025-07-10	09:46:05	nan	nan	nan	104.014	23.3661	104.078	33.2036	0	0	23.5149	-16000	0	15.9246	130
DATA	1752140766	860295057	341	256	""	2025-07-10	09:46:06	nan	nan	nan	104.013	23.3842	104.078	33.2044	0	0	23.5365	-16000	0	15.9207	123
DATA	1752140767	860295057	345	256	""	2025-07-10	09:46:07	nan	nan	nan	104.013	23.4023	104.077	33.2044	0	0	23.5582	-16000	0	15.9203	117
DATA	1752140768	860295057	349	256	""	2025-07-10	09:46:08	nan	nan	nan	104.013	23.4211	104.077	33.2044	0	0	23.5809	-16000	0	15.9195	134
DATA	1752140769	860295057	353	256	""	2025-07-10	09:46:09	nan	nan	nan	104.014	23.4399	104.077	33.2044	0	0	23.6036	-16000	0	15.9187	143
DATA	1752140770	860295057	357	256	""	2025-07-10	09:46:10	nan	nan	nan	104.013	23.4592	104.077	33.2049	0	0	23.6267	-16000	0	15.9175	133
DATA	1752140771	860003948	361	256	""	2025-07-10	09:46:11	nan	nan	nan	104.012	23.4779	104.076	33.2053	0	0	23.6494	-16000	0	15.9171	124
DATA	1752140772	860003948	365	256	""	2025-07-10	09:46:12	nan	nan	nan	104.013	23.4963	104.076	33.2053	0	0	23.672	-16000	0	15.9163	 71
DATA	1752140773	860003948	369	256	""	2025-07-10	09:46:13	nan	nan	nan	104.013	23.5149	104.077	33.2053	0	0	23.6945	-16000	0	15.916	 81
DATA	1752140774	860003948	373	256	""	2025-07-10	09:46:14	nan	nan	nan	104.012	23.5332	104.075	33.2055	0	0	23.717	-16000	0	15.9152	 63
DATA	1752140775	860003948	377	256	""	2025-07-10	09:46:15	nan	nan	nan	104.012	23.5501	104.076	33.2061	0	0	23.7373	-16000	0	15.9167	124
DATA	1752140776	860003948	381	256	""	2025-07-10	09:46:16	nan	nan	nan	104.012	23.5682	104.075	33.2061	0	0	23.76	-16000	0	15.9152	 21
DATA	1752140777	860003948	385	256	""	2025-07-10	09:46:17	nan	nan	nan	104.013	23.5864	104.075	33.2061	0	0	23.7825	-16000	0	15.9152	135
DATA	1752140778	860003948	389	256	""	2025-07-10	09:46:18	nan	nan	nan	104.012	23.6045	104.075	33.2061	0	0	23.8053	-16000	0	15.914	 75
DATA	1752140779	859719038	393	256	""	2025-07-10	09:46:19	nan	nan	nan	104.012	23.6231	104.075	33.2067	0	0	23.828	-16000	0	15.9136	 94
DATA	1752140780	859719038	397	256	""	2025-07-10	09:46:20	nan	nan	nan	104.012	23.6417	104.075	33.2069	0	0	23.8505	-16000	0	15.9124	135
DATA	1752140781	859719038	401	256	""	2025-07-10	09:46:21	nan	nan	nan	104.012	23.6596	104.075	33.2069	0	0	23.8727	-16000	0	15.912	 85
DATA	1752140782	859719038	405	256	""	2025-07-10	09:46:22	nan	nan	nan	104.011	23.6776	104.073	33.2069	0	0	23.8951	-16000	0	15.9109	142
DATA	1752140783	859719038	409	256	""	2025-07-10	09:46:23	nan	nan	nan	104.011	23.6947	104.073	33.2078	0	0	23.9164	-16000	0	15.9073	145
DATA	1752140784	859719038	413	256	""	2025-07-10	09:46:24	nan	nan	nan	104.01	23.7119	104.073	33.2078	0	0	23.9375	-16000	0	15.9069	 94
DATA	1752140785	859719038	417	256	""	2025-07-10	09:46:25	nan	nan	nan	104.01	23.7294	104.073	33.2078	0	0	23.9601	-16000	0	15.9058	 94
DATA	1752140786	859424114	421	256	""	2025-07-10	09:46:26	nan	nan	nan	104.01	23.7474	104.074	33.2082	0	0	23.9829	-16000	0	15.9054	 83
DATA	1752140787	859424114	425	256	""	2025-07-10	09:46:27	nan	nan	nan	104.01	23.7651	104.073	33.2086	0	0	24.0052	-16000	0	15.9046	 70
DATA	1752140788	859424114	429	256	""	2025-07-10	09:46:28	nan	nan	nan	104.01	23.7828	104.073	33.2086	0	0	24.0275	-16000	0	15.9046	 89
DATA	1752140789	859424114	433	256	""	2025-07-10	09:46:29	nan	nan	nan	104.01	23.8009	104.072	33.2086	0	0	24.0498	-16000	0	15.9034	 81
DATA	1752140790	859424114	437	256	""	2025-07-10	09:46:30	nan	nan	nan	104.01	23.8187	104.072	33.2094	0	0	24.0719	-16000	0	15.9034	 71
DATA	1752140791	859424114	441	256	""	2025-07-10	09:46:31	nan	nan	nan	104.01	23.8364	104.072	33.2094	0	0	24.0941	-16000	0	15.9034	 62
DATA	1752140792	859424114	445	256	""	2025-07-10	09:46:32	nan	nan	nan	104.009	23.8526	104.071	33.2094	0	0	24.1147	-16000	0	15.9042	121
DATA	1752140793	859424114	449	256	""	2025-07-10	09:46:33	nan	nan	nan	104.008	23.8699	104.071	33.2099	0	0	24.1366	-16000	0	15.9038	150
DATA	1752140794	859139919	453	256	""	2025-07-10	09:46:34	nan	nan	nan	104.008	23.8876	104.072	33.2103	0	0	24.1594	-16000	0	15.9026	147
DATA	1752140795	859139919	457	256	""	2025-07-10	09:46:35	nan	nan	nan	104.008	23.9053	104.071	33.2103	0	0	24.1816	-16000	0	15.9022	133
DATA	1752140796	859139919	461	256	""	2025-07-10	09:46:36	nan	nan	nan	104.006	23.9226	104.07	33.2103	0	0	24.2037	-16000	0	15.901	 26
DATA	1752140797	859139919	465	256	""	2025-07-10	09:46:37	nan	nan	nan	104.008	23.9397	104.071	33.2109	0	0	24.2255	-16000	0	15.901	100
DATA	1752140798	859139919	469	256	""	2025-07-10	09:46:38	nan	nan	nan	104.006	23.9574	104.069	33.2111	0	0	24.2476	-16000	0	15.8999	179
DATA	1752140799	859139919	473	256	""	2025-07-10	09:46:39	nan	nan	nan	104.007	23.9754	104.068	33.2111	0	0	24.2696	-16000	0	15.8987	177
DATA	1752140800	859139919	477	256	""	2025-07-10	09:46:40	nan	nan	nan	104.007	23.9924	104.069	33.2115	0	0	24.2907	-16000	0	15.8963	149
DATA	1752140801	858848094	481	256	""	2025-07-10	09:46:41	nan	nan	nan	104.006	24.009	104.068	33.212	0	0	24.3117	-16000	0	15.8959	 29
DATA	1752140802	858848094	485	256	""	2025-07-10	09:46:42	nan	nan	nan	104.006	24.0261	104.069	33.212	0	0	24.3351	-16000	0	15.8944	 78
DATA	1752140803	858848094	489	256	""	2025-07-10	09:46:43	nan	nan	nan	104.006	24.0436	104.068	33.2124	0	0	24.3571	-16000	0	15.8944	143
DATA	1752140804	858848094	493	256	""	2025-07-10	09:46:44	nan	nan	nan	104.005	24.0611	104.068	33.2128	0	0	24.3791	-16000	0	15.8936	143
DATA	1752140805	858848094	497	256	""	2025-07-10	09:46:45	nan	nan	nan	104.005	24.0786	104.067	33.2128	0	0	24.401	-16000	0	15.8928	 99
DATA	1752140806	858848094	501	256	""	2025-07-10	09:46:46	nan	nan	nan	104.004	24.0955	104.067	33.2132	0	0	24.423	-16000	0	15.8928	 83
DATA	1752140807	858848094	505	256	""	2025-07-10	09:46:47	nan	nan	nan	104.005	24.1128	104.066	33.2136	0	0	24.4448	-16000	0	15.8924	141
DATA	1752140808	858848094	509	256	""	2025-07-10	09:46:48	nan	nan	nan	104.004	24.1303	104.066	33.2136	0	0	24.4667	-16000	0	15.8916	145
DATA	1752140809	858561992	513	256	""	2025-07-10	09:46:49	nan	nan	nan	104.004	24.146	104.065	33.2136	0	0	24.4866	-16000	0	15.8936	 99
DATA	1752140810	858561992	517	256	""	2025-07-10	09:46:50	nan	nan	nan	104.005	24.1638	104.066	33.2145	0	0	24.5093	-16000	0	15.8928	138
DATA	1752140811	858561992	521	256	""	2025-07-10	09:46:51	nan	nan	nan	104.003	24.1809	104.065	33.2145	0	0	24.5311	-16000	0	15.8924	121
DATA	1752140812	858561992	525	256	""	2025-07-10	09:46:52	nan	nan	nan	104.004	24.1982	104.065	33.2147	0	0	24.5529	-16000	0	15.892	 91
DATA	1752140813	858561992	529	256	""	2025-07-10	09:46:53	nan	nan	nan	104.004	24.2155	104.065	33.2153	0	0	24.5745	-16000	0	15.8916	140
DATA	1752140814	858561992	533	256	""	2025-07-10	09:46:54	nan	nan	nan	104.003	24.2327	104.064	33.2153	0	0	24.5963	-16000	0	15.8908	139
DATA	1752140815	858561992	537	256	""	2025-07-10	09:46:55	nan	nan	nan	104.004	24.25	104.063	33.2159	0	0	24.6181	-16000	0	15.8901	 34
DATA	1752140816	858267068	541	256	""	2025-07-10	09:46:56	nan	nan	nan	104.003	24.2671	104.064	33.2161	0	0	24.6399	-16000	0	15.8897	151
DATA	1752140817	858267068	545	256	""	2025-07-10	09:46:57	nan	nan	nan	104.002	24.2828	104.063	33.2161	0	0	24.6599	-16000	0	15.8861	152
DATA	1752140818	858267068	549	256	""	2025-07-10	09:46:58	nan	nan	nan	104.002	24.3001	104.063	33.2165	0	0	24.6823	-16000	0	15.8861	136
DATA	1752140819	858267068	553	256	""	2025-07-10	09:46:59	nan	nan	nan	104.002	24.3175	104.063	33.217	0	0	24.7041	-16000	0	15.8857	 91
DATA	1752140820	858267068	557	256	""	2025-07-10	09:47:00	nan	nan	nan	104.002	24.3358	104.063	33.217	0	0	24.7259	-16000	0	15.8854	 85
DATA	1752140821	858267068	561	256	""	2025-07-10	09:47:01	nan	nan	nan	104.002	24.3528	104.063	33.2176	0	0	24.7475	-16000	0	15.8842	132
DATA	1752140822	858267068	565	256	""	2025-07-10	09:47:02	nan	nan	nan	104.001	24.3703	104.063	33.2178	0	0	24.7692	-16000	0	15.8846	139
DATA	1752140823	858267068	569	256	""	2025-07-10	09:47:03	nan	nan	nan	104.001	24.3875	104.061	33.218	0	0	24.7905	-16000	0	15.8814	 90
DATA	1752140824	857964992	573	256	""	2025-07-10	09:47:04	nan	nan	nan	104.001	24.4047	104.061	33.2186	0	0	24.8122	-16000	0	15.8814	134
DATA	1752140825	857964992	577	256	""	2025-07-10	09:47:05	nan	nan	nan	104	24.4218	104.061	33.2186	0	0	24.834	-16000	0	15.883	109
DATA	1752140826	857964992	581	256	""	2025-07-10	09:47:06	nan	nan	nan	104.001	24.4373	104.061	33.2193	0	0	24.8545	-16000	0	15.8854	150
DATA	1752140827	857964992	585	256	""	2025-07-10	09:47:07	nan	nan	nan	104	24.4547	104.061	33.2195	0	0	24.8761	-16000	0	15.8838	228
DATA	1752140828	857964992	589	256	""	2025-07-10	09:47:08	nan	nan	nan	104	24.4718	104.061	33.2197	0	0	24.8978	-16000	0	15.8842	241
DATA	1752140829	857964992	593	256	""	2025-07-10	09:47:09	nan	nan	nan	103.999	24.489	104.06	33.2203	0	0	24.9194	-16000	0	15.8838	 86
DATA	1752140830	857964992	597	256	""	2025-07-10	09:47:10	nan	nan	nan	103.998	24.5067	104.059	33.2203	0	0	24.9406	-16000	0	15.8838	170
DATA	1752140831	857682943	601	256	""	2025-07-10	09:47:11	nan	nan	nan	103.999	24.5239	104.058	33.2209	0	0	24.9623	-16000	0	15.8838	159
DATA	1752140832	857682943	605	256	""	2025-07-10	09:47:12	nan	nan	nan	103.998	24.5413	104.06	33.2211	0	0	24.9839	-16000	0	15.8834	101
DATA	1752140833	857682943	609	256	""	2025-07-10	09:47:13	nan	nan	nan	103.997	24.5584	104.06	33.2211	0	0	25.0053	-16000	0	15.8822	 92
DATA	1752140834	857682943	613	256	""	2025-07-10	09:47:14	nan	nan	nan	103.998	24.5742	104.058	33.222	0	0	25.0254	-16000	0	15.8791	101
DATA	1752140835	857682943	617	256	""	2025-07-10	09:47:15	nan	nan	nan	103.997	24.5911	104.058	33.222	0	0	25.0473	-16000	0	15.8795	111
DATA	1752140836	857682943	621	256	""	2025-07-10	09:47:16	nan	nan	nan	103.997	24.6086	104.057	33.2228	0	0	25.0687	-16000	0	15.8791	170
DATA	1752140837	857682943	625	256	""	2025-07-10	09:47:17	nan	nan	nan	103.997	24.6258	104.058	33.2228	0	0	25.0902	-16000	0	15.8787	173
DATA	1752140838	857682943	629	256	""	2025-07-10	09:47:18	nan	nan	nan	103.997	24.643	104.057	33.2232	0	0	25.1117	-16000	0	15.8783	112
DATA	1752140839	857392072	633	256	""	2025-07-10	09:47:19	nan	nan	nan	103.996	24.66	104.057	33.2236	0	0	25.1331	-16000	0	15.8779	 57
DATA	1752140840	857392072	637	256	""	2025-07-10	09:47:20	nan	nan	nan	103.996	24.6779	104.057	33.2236	0	0	25.1544	-16000	0	15.8783	159
DATA	1752140841	857392072	641	256	""	2025-07-10	09:47:21	nan	nan	nan	103.995	24.6954	104.055	33.2245	0	0	25.1759	-16000	0	15.8779	161
DATA	1752140842	857392072	645	256	""	2025-07-10	09:47:22	nan	nan	nan	103.995	24.7126	104.055	33.2245	0	0	25.1976	-16000	0	15.8775	156
DATA	1752140843	857392072	649	256	""	2025-07-10	09:47:23	nan	nan	nan	103.995	24.7283	104.056	33.2251	0	0	25.2174	-16000	0	15.8787	158
DATA	1752140844	857392072	653	256	""	2025-07-10	09:47:24	nan	nan	nan	103.995	24.7456	104.055	33.2253	0	0	25.2389	-16000	0	15.8779	167
DATA	1752140845	857392072	657	256	""	2025-07-10	09:47:25	nan	nan	nan	103.994	24.7628	104.054	33.2257	0	0	25.2602	-16000	0	15.8779	164
DATA	1752140846	857095956	661	256	""	2025-07-10	09:47:26	nan	nan	nan	103.994	24.7801	104.054	33.2261	0	0	25.2817	-16000	0	15.8775	164
DATA	1752140847	857095956	665	256	""	2025-07-10	09:47:27	nan	nan	nan	103.993	24.7973	104.053	33.2261	0	0	25.3028	-16000	0	15.8775	173
DATA	1752140848	857095956	669	256	""	2025-07-10	09:47:28	nan	nan	nan	103.993	24.8144	104.053	33.2261	0	0	25.3241	-16000	0	15.8771	163
